Dataset,Algorithm,Fitness_Mean,Fitness_Std,KNN_Acc_Mean,RF_Acc_Mean,RF_Acc_Std,Selected_Mean,Selected_Std,Time_Mean
SRBCT,BHHO,0.0038050000000000007,0.00014044571905188154,1.0,0.9901851851851852,0.011128073472276751,76.1,2.808914381037628,4.239595182736715
SRBCT,BSCA,0.003923333333333333,0.0001236482466066093,1.0,0.9942592592592593,0.008308089336453751,78.46666666666667,2.472964932132187,4.22027526696523
SRBCT,BGOA,0.004316666666666666,0.00018181186857726196,1.0,0.9902314814814815,0.009612364329912472,86.33333333333333,3.636237371545238,5.137966823577881
SRBCT,BWSO,0.0038349999999999994,0.0001780215342779258,1.0,0.9915277777777778,0.008320592111527844,76.7,3.5604306855585133,4.413971185684204
SRBCT,BEHO,0.003426666666666667,0.0001531520667688018,1.0,0.9926851851851851,0.010318571029618306,68.53333333333333,3.0630413353760377,4.261780707041423
SRBCT,BCMAES,0.0009133333333333333,0.00012905640455070623,1.0,0.9623148148148147,0.02161714822527916,18.266666666666666,2.5811280910141257,4.158864521980286
Leukemia,AMPA_FS,0.01003166666666666,0.01669484692618918,0.9924242424242424,0.9660714285714287,0.012926400764895611,50.63333333333333,14.041565281533096,2.889456049601237
Leukemia,BMPA,0.01055499999999999,0.016585165811652272,0.9924242424242424,0.9734523809523812,0.012523221061677251,61.1,19.418805318556544,2.7808021863301593
Leukemia,BPSO,0.007639999999999995,0.013484444124002034,0.9954545454545455,0.9710119047619048,0.012997606835364446,62.8,6.007772743149772,4.081997927029928
Leukemia,BGA,0.006746666666666662,0.01528450159111799,0.9939393939393939,0.956547619047619,0.022471322111979025,14.933333333333334,3.224213943824999,3.6959747155507405
Leukemia,BGWO,0.017606666666666652,0.020582410505628864,0.9863636363636363,0.9729166666666668,0.011899552431606923,82.13333333333334,5.123366948490894,6.262157273292542
Leukemia,BWOA,0.011499999999999991,0.01668921308310649,0.9924242424242424,0.972857142857143,0.01116511817875559,80.0,7.206478566771245,4.120767760276794
Leukemia,BSSA,0.011644999999999994,0.01672261617291583,0.9924242424242424,0.9720833333333332,0.012814772557154864,82.9,10.409450834057802,4.122189331054687
Leukemia,BHHO,0.011454999999999991,0.016744951229151615,0.9924242424242424,0.9710714285714287,0.014641405270646656,79.1,6.881618026791859,4.116215380032857
Leukemia,BSCA,0.011626666666666662,0.01671506173751352,0.9924242424242424,0.9723809523809526,0.011139702443132915,82.53333333333333,8.792926450025359,4.110430812835693
Leukemia,BGOA,0.01940333333333332,0.02113433199533139,0.9848484848484848,0.9706547619047619,0.012607390167995622,88.06666666666666,9.16490892238191,4.897932656606039
Leukemia,BWSO,0.015856666666666654,0.01990452935612616,0.9878787878787878,0.9720833333333334,0.011392085857357544,77.13333333333334,4.48503685108111,4.114839633305867
Leukemia,BEHO,0.01252999999999999,0.017985774934653198,0.9909090909090909,0.97375,0.010018583922367671,70.6,8.440379138403678,4.112043285369873
Leukemia,BCMAES,0.002243333333333332,0.008091536044259795,0.9984848484848484,0.9592261904761905,0.01961623376145705,14.866666666666667,4.602414825091522,4.02542409102122
